,key,handstrat,participant,melody,sex,age,score,genre,proc,qommax,qommin,qomav,handdistmax,handdistmin,handdistav,zmax,zmin,distlh,distrh,melcat
305,305,2,2,18,F,53,989,im,syn,2756.35694206,11.8321595662,2583.35644584,1297.95393039,327.429141512,930.69047407,1834.08592678,1339.63662137,3275.53671104,3429.99486216,2
306,306,1,3,23,F,29,972,jo,syn,2158.29540842,11.8321595662,1926.1330846,1278.6633434,511.45666938,987.146605329,1877.85046397,680.461328837,602.28270189,5178.65132401,7
307,307,1,6,23,M,37,973,jo,syn,2082.67661712,11.8321595662,1887.81438194,1022.90030725,556.077101215,884.902379519,1763.71249815,882.690907549,462.792697199,3654.71474572,7
308,308,1,6,11,M,37,973,sc,norm,2103.5094391,11.8321595662,1852.3063408,1032.61707556,513.897401083,838.315618683,1784.37067172,865.99504499,223.135245998,3102.94610635,11
309,309,4,8,3,F,20,262,im,norm,2368.46862527,11.8321595662,1993.5153172,543.297790333,229.178035496,328.114080495,1588.37048094,824.275618734,3425.73071882,3510.31482693,3
310,310,4,10,13,F,24,438,vo,norm,1692.57366547,11.8321595662,1418.65005456,544.302089835,268.833169586,427.51503647,1120.65268508,778.735394307,1782.78897675,1792.38716894,13
311,311,3,1,9,M,23,465,sc,norm,2697.9994608,11.8321595662,1601.84182167,471.325230602,118.791207784,385.967351768,1871.76909616,821.597080038,2620.75870598,2958.79712638,9
312,312,3,10,24,F,24,438,jo,syn,2134.35195981,11.8321595662,1756.77619787,546.613063733,298.044481591,399.062755315,1495.84879691,759.139779387,2549.64693266,2993.60135735,8
313,313,1,20,24,F,20,499,jo,syn,2036.45435029,11.8321595662,1890.0181031,1100.86936035,572.71803447,978.456812835,1769.22574132,673.57061203,662.324377676,4415.19467353,8
314,314,3,10,25,F,24,438,sc,syn,2243.81102632,11.8321595662,1796.39558547,1050.63587543,335.077517982,565.132663759,1542.70125184,709.338773509,6093.99052331,6355.93066944,9
315,315,6,9,9,F,31,913,sc,norm,2119.0441653,11.8321595662,1861.04168309,601.047250912,214.059099894,363.271513179,1455.95484951,771.713951034,4493.32146176,4132.14319285,9
316,316,2,20,16,F,20,499,vo,norm,1901.31753216,11.8321595662,1765.73284635,927.685273027,568.887501351,797.52346434,1538.02333869,808.79509435,220.818461619,2566.64046294,16
317,317,6,28,29,F,41,662,vo,syn,1948.26850147,11.8321595662,1662.52235985,883.764053475,533.199953605,689.64946999,1556.32566535,772.589939359,2258.68184293,4797.80026753,13
318,318,3,8,31,F,20,262,vo,syn,2421.84456952,11.8321595662,2073.32370843,716.834280174,203.790957821,416.552960411,1703.88407858,811.252937057,4266.46534146,4907.40401334,15
319,319,4,8,19,F,20,262,im,syn,2246.04205585,11.8321595662,1842.22340948,606.278266841,198.141157685,317.324963446,1508.13126479,817.158816231,3894.70066538,3941.8797447,3
