	key	handstrat	participant	melody	sex	age	score	genre	proc	qommax	qommin	qomav	handdistmax	handdistmin	handdistav	zmax	zmin	distlh	distrh
291	291	2	2	30	F	53	989	vo	syn	2872.0452467937	11.8321595662	2687.4531653736	429.6389570435	214.4101320848	289.8684903869	1997.78518384	939.032388013	3151.9134530023	3425.8728313694
292	292	4	28	11	F	41	662	sc	norm	1811.3717400876	11.8321595662	1669.6713501243	635.7395274811	342.6149381509	499.7700133593	1283.81	737.060051632	3354.2472121935	3926.6568224602
293	293	4	3	11	F	29	972	sc	norm	2197.939125639	11.8321595662	2013.9076601313	915.312224683	435.3542603268	614.0188429885	1520.67609609	1108.48052546	3271.4664539086	3413.0670712399
294	294	1	6	2	M	37	973	im	norm	2145.6734575975	11.8321595662	1831.2577856538	1086.1246338873	522.2187997245	828.4199639992	1721.48022326	882.653065581	641.7032607425	4516.1490585301
295	295	4	20	13	F	20	499	vo	norm	2018.5158569905	11.8321595662	1960.8415521295	414.2597536073	205.2510143698	286.4460568152	1387.75127782	1181.61264468	2075.4941748221	2271.5310837506
296	296	4	3	1	F	29	972	im	norm	2021.8494844836	11.8321595662	1686.7384690752	430.9516180562	86.0163646877	143.2901357911	1421.27074792	804.80208712	3375.8114170748	3830.5410196283
297	297	2	28	1	F	41	662	im	norm	2394.5545579507	11.8321595662	2127.6981779417	1263.615117256	378.8789202531	989.2082575409	1672.96451902	814.231908663	3002.4854091525	4192.6863683576
298	298	3	8	27	F	20	262	sc	syn	2339.8075036776	11.8321595662	1899.7047817557	841.1524797809	362.2540922706	567.8409361543	1671.51973573	797.485013764	2898.5778538157	3538.1409411451
299	299	4	3	3	F	29	972	im	norm	1926.7948048779	11.8321595662	1609.968637578	317.6479435277	71.8597606826	141.1315472081	1395.50673247	850.049291544	1788.6515825372	2206.499490723
300	300	3	2	17	F	53	989	im	syn	2614.3414073644	11.8321595662	2481.5345507949	911.8286418753	286.1544234462	613.9007075449	1772.88035463	889.280743304	4156.7758384432	4097.2647261419
301	301	6	28	21	F	41	662	jo	syn	2191.2453641786	11.8321595662	1845.9690220783	775.8515689861	419.2696797687	621.032932988	1624.73575847	780.234403455	2905.5331828916	3872.2367774022
302	302	4	1	5	M	23	465	jo	norm	2391.6674377559	11.8321595662	2092.4414391035	666.8303255965	461.0450777052	540.3910636814	1648.41139286	835.75779356	3758.7804023321	3612.3929412211
303	303	1	18	19	M	30	992	im	syn	2049.5784012765	11.8321595662	1659.1666494535	1107.6838897945	163.6302261025	731.2319190001	1679.90056842	794.955681947	777.1331069207	3910.9960043068
304	304	1	18	12	M	30	992	sc	norm	2120.5611590152	11.8321595662	1774.0911870599	1047.7182255755	162.2343995848	573.5312505316	1476.915	816.513412398	1666.0122917583	3060.4329113371
305	305	2	2	18	F	53	989	im	syn	2756.3569420561	11.8321595662	2583.3564458369	1297.9539303885	327.4291415124	930.6904740696	1834.08592678	1339.63662137	3275.5367110362	3429.9948621582
306	306	1	3	23	F	29	972	jo	syn	2158.2954084227	11.8321595662	1926.133084599	1278.663343399	511.4566693797	987.1466053293	1877.85046397	680.461328837	602.2827018904	5178.6513240068
307	307	1	6	23	M	37	973	jo	syn	2082.6766171181	11.8321595662	1887.8143819434	1022.9003072452	556.0771012147	884.9023795193	1763.71249815	882.690907549	462.7926971991	3654.7147457229
308	308	1	6	11	M	37	973	sc	norm	2103.5094391012	11.8321595662	1852.3063408038	1032.6170755607	513.8974010833	838.3156186829	1784.37067172	865.99504499	223.1352459984	3102.9461063538
309	309	4	8	3	F	20	262	im	norm	2368.4686252697	11.8321595662	1993.5153172019	543.2977903327	229.1780354962	328.1140804951	1588.37048094	824.275618734	3425.730718822	3510.3148269321
310	310	4	10	13	F	24	438	vo	norm	1692.5736654742	11.8321595662	1418.6500545565	544.3020898347	268.8331695857	427.5150364697	1120.65268508	778.735394307	1782.7889767547	1792.38716894
311	311	3	1	9	M	23	465	sc	norm	2697.9994607998	11.8321595662	1601.841821668	471.325230602	118.7912077838	385.9673517683	1871.76909616	821.597080038	2620.7587059763	2958.7971263816
312	312	3	10	24	F	24	438	jo	syn	2134.3519598102	11.8321595662	1756.7761978685	546.6130637332	298.0444815909	399.0627553151	1495.84879691	759.139779387	2549.6469326551	2993.6013573451
313	313	1	20	24	F	20	499	jo	syn	2036.4543502888	11.8321595662	1890.0181030985	1100.8693603475	572.71803447	978.4568128349	1769.22574132	673.57061203	662.3243776757	4415.1946735283
314	314	3	10	25	F	24	438	sc	syn	2243.811026324	11.8321595662	1796.3955854746	1050.6358754347	335.077517982	565.1326637589	1542.70125184	709.338773509	6093.9905233115	6355.9306694355
315	315	6	9	9	F	31	913	sc	norm	2119.0441652973	11.8321595662	1861.0416830865	601.0472509125	214.0590998941	363.2715131785	1455.95484951	771.713951034	4493.3214617631	4132.1431928475
316	316	2	20	16	F	20	499	vo	norm	1901.3175321637	11.8321595662	1765.7328463534	927.6852730275	568.8875013508	797.5234643404	1538.02333869	808.79509435	220.8184616188	2566.6404629384
317	317	6	28	29	F	41	662	vo	syn	1948.2685014715	11.8321595662	1662.5223598536	883.7640534753	533.1999536052	689.6494699896	1556.32566535	772.589939359	2258.6818429338	4797.8002675305
318	318	3	8	31	F	20	262	vo	syn	2421.8445695209	11.8321595662	2073.3237084314	716.8342801736	203.7909578212	416.5529604112	1703.88407858	811.252937057	4266.4653414604	4907.4040133412
319	319	4	8	19	F	20	262	im	syn	2246.0420558506	11.8321595662	1842.2234094766	606.2782668411	198.1411576851	317.3249634459	1508.13126479	817.158816231	3894.7006653798	3941.8797446972
